DR Number,Date Reported,Date Occurred,Time Occurred,Reporting District,Address,Cross Street,Location,MO Codes
171519471,9/28/2017,9/27/2017,1920,1543,MAGNOLIA BL,WHITSETT ST,"(34.1649, -118.4052)",3004 3037 3030 3028 3101 3401 3701 4026
191522115,12/16/2019,12/16/2019,1930,1527,11000 VICTORY BL,,"(34.1867, -118.3703)",1300 0605
161518774,9/25/2016,9/22/2016,1955,1503,SHERMAN WY,LAUREL CANYON BL,"(34.2006, -118.3965)",3004 3026 3101 3401 3701 4015 3037
161515504,7/28/2016,7/27/2016,2000,1559,CAHUENGA BL,MAGNOLIA BL,"(34.1649, -118.3615)",3006 3037 3030 3032 3028 3102 3401 3701 4026
151510420,4/25/2015,4/24/2015,2030,1522,COLDWATER CANYON AV,BASSETT ST,"(34.1958, -118.4138)",3006 3037 3602 3025 3101 3401 3701 4026 3029
171521670,10/31/2017,10/31/2017,2053,1525,BEN AV,KITTRIDGE ST,"(34.1903, -118.3943)",0605 3006 3037 3028 3101 3401 3701 4015
171520810,10/21/2017,10/20/2017,2100,1538,5900 FULCHER AV,,"(34.1776, -118.373)",3004 3030 3037 3028 3101 3401 3701 4015 0605
151515660,7/30/2015,7/29/2015,2230,1581,MOORPARK ST,LAUREL CANYON BL,"(34.1504, -118.3965)",3004 3036 3025 3101 3401 3701 4026
161516979,8/24/2016,8/23/2016,2230,1523,VICTORY BL,COLDWATER CANYON AV,"(34.1867, -118.4137)",3006 3026 3037 3101 3401 3701 4026
181516527,8/20/2018,8/18/2018,2300,1505,LANKERSHIM BL,SHERMAN WY,"(34.2012, -118.3878)",3006 3028 3030 3037 3101 3401 3701 4026
191508720,4/1/2019,3/11/2019,2320,1531,12600 BURBANK BL,,"(34.1722, -118.4073)",1300 0605 1501
171514944,7/10/2017,7/10/2017,2330,1521,NAGLE AV,HART ST,"(34.1976, -118.4235)",3006 3030 3028 3037 3101 3401 3701 4026
151521215,11/7/2015,11/5/2015,2350,1538,OXNARD ST,VINELAND AV,"(34.1794, -118.3703)",3006 3030 3028 3037 3101 3401 3701 4026
161520773,10/30/2016,10/30/2016,2355,1501,STRATHERN ST,NAGLE AV,"(34.2159, -118.4227)",3006 3030 3037 3028 3101 3401 3701 4026
171518892,9/16/2017,9/16/2017,2359,1539,WHITNALL,CARTWRIGHT,"(34.1783, -118.364)",3006 3037 3030 3028 3101 3401 3701 4026
151516427,8/13/2015,8/13/2015,10,1547,TUJUNGA AV,MAGNOLIA BL,"(34.1649, -118.379)",3004 3028 3101 3701 4026 3036
181512539,6/9/2018,6/9/2018,10,1504,LANKERSHIM BL,SHERMAN WY,"(34.2012, -118.3878)",3004 3037 3039 3028 3101 3401 3701 4015
171509576,4/5/2017,4/5/2017,14,1500,BURBANK,COLFAX,"(34.1722, -118.3877)",3003 3036 3026 3101 3401 3701 4015
171509842,4/10/2017,4/10/2017,40,1599,CAHUENGA BL,OAKLEY DR,"(34.1329, -118.3559)",3004 3030 3028 3037 3101 3401 3701 4026
151518450,9/18/2015,9/18/2015,50,1596,LAUREL CANYON BL,MULHOLLAND DR,"(34.1236, -118.3753)",3004 3036 3026 3101 3401 3701 4026
171514112,6/24/2017,6/24/2017,110,1595,VENTURA BL,CARPENTER AV,"(34.1427, -118.3908)",3004 3037 3026 3101 3401 3701 4015
191518271,10/1/2019,9/29/2019,111,1566,RIVERSIDE DR,VINELAND AV,"(34.1524, -118.3703)",3004 3037 3026 3101 3401 3701 4015 1300 0605 1501
181504906,1/17/2018,1/17/2018,125,1581,VANTAGE AV,MOORPARK ST,"(34.1504, -118.3976)",3004 3037 3029 3026 3101 3401 3701 4015
151508268,3/17/2015,3/17/2015,130,1527,BESSEMER ST,TUJUNGA AV,"(34.1804, -118.379)",3008 3030 3037 3034 3101 3401 3701 4026 3028
151513816,6/25/2015,6/25/2015,130,1501,FULTON AV,STRATHERN ST,"(34.2159, -118.4189)",3037 3029 3026 3101 3401 3701 4026 3004
191506658,2/20/2019,2/20/2019,200,1555,OTSEGO ST,BAKMAN AV,"(34.163, -118.3774)",3004 3037 3030 3028 3101 3401 3701 4026
191518711,10/10/2019,10/5/2019,215,1555,CAMARILLO ST,VINELAND AV,"(34.1577, -118.3703)",3005 3037 3029 3026 3101 3401 3701 4015
191514646,7/25/2019,7/25/2019,235,1591,LAUREL CANYON BL,VENTURA BL,"(34.1436, -118.3953)",3004 3036 3029 3026 3101 3401 3701 4026
161521818,11/20/2016,11/20/2016,245,1553,TUJUNGA AV,RIVERSIDE DR,"(34.156, -118.3874)",3006 3037 3030 3028 3101 3401 3701 4026
191515347,8/9/2019,8/1/2019,325,1532,BELLINGHAM AV,CALVERT ST,"(34.1813, -118.3987)",3037 3006 3030 3028 3101 3401 4015
161517573,9/3/2016,9/3/2016,430,1512,GOODLAND AV,HART ST,"(34.1976, -118.4116)",3006 3036 3030 3028 3101 3401 3701 4009
181511802,5/27/2018,5/27/2018,550,1553,RIVERSIDE DR,COLFAX AV,"(34.1577, -118.3877)",3006 3030 3037 3028 3101 3401 3701 4026
171509046,3/23/2017,3/23/2017,630,1506,WYANDOTTE ST,FAIR AV,"(34.203, -118.3747)",0605 3004 3030 3028 3101 3401 3701 4015
161515787,8/2/2016,8/2/2016,640,1586,LANKERSHIM BL,MAIN ST,"(34.1407, -118.3612)",3008 3037 3032 3025 3102 3401 3701 4026
191508196,3/22/2019,3/22/2019,640,1521,VANOWEN ST,MORSE AV,"(34.198, -118.4216)",3004 3036 3025 3101 3401 3701 4026
151521405,11/11/2015,11/11/2015,645,1514,LAUREL CANYON BL,ARCHWOOD ST,"(34.1921, -118.3965)",3004 3036 3026 3101 3401 3701 4026
191508913,4/5/2019,4/5/2019,700,1551,LAUREL CANYON BL,RIVERSIDE DR,"(34.1576, -118.3965)",3401 3004 3036 3026 3101 3701 4026
171521130,10/27/2017,10/27/2017,715,1521,VENTURA,BIG OAK,"(34.198, -118.4216)",3003 3037 3026 3101 3401 3701 4026
171505137,1/20/2017,1/20/2017,720,1589,FOREST LAWN DR,MEMORIAL DR,"(34.1473, -118.3317)",3004 3037 3028 3030 3101 3401 3701 4026
171524260,12/27/2017,12/27/2017,720,1532,GENTRY AV,BURBANK BL,"(34.1797, -118.4014)",3401 3037 3034 3028 3101 3701 4026 3006
151522114,11/22/2015,11/21/2015,725,1563,MOORPARK ST,CAMELLIA AV,"(34.1504, -118.3823)",3004 3036 3026 3101 3401 3701 4026
181511769,5/26/2018,5/26/2018,745,1524,VICTORY BL,LAUREL CANYON BL,"(34.1867, -118.3965)",3036 3025 3101 3401 3701 4026 3013
161516439,8/12/2016,8/12/2016,745,1516,TUJUNGA AV,VANOWEN ST,"(34.194, -118.379)",3004 3036 3026 3101 3401 3701 4015
181514651,7/18/2018,7/14/2018,800,1557,BLIX ST,LANKERSHIM BL,"(34.1567, -118.3696)",3006 3028 3030 3037 3101 3401 3701 4026
171504314,1/6/2017,1/6/2017,800,1503,LAUREL CANYON BL,VANOWEN ST,"(34.194, -118.3965)",3006 3037 3030 3028 3101 3401 3701 4026
171510423,4/20/2017,4/20/2017,825,1547,LANKERSHIM BL,BURBANK BL,"(34.1673, -118.3816)",3008 3037 3029 3026 3101 3401 3701 4026
191510521,5/6/2019,5/6/2019,830,1503,VANOWEN ST,W VANTAGE AV,"(34.194, -118.3976)",3004 3036 3030 3028 3101 3401 3701 4026
171521287,10/30/2017,10/30/2017,845,1526,OXNARD ST,LANKERSHIM BL,"(34.1794, -118.3834)",3004 3036 3030 3028 3101 3401 3701 4026
191507094,2/28/2019,2/28/2019,900,1555,VINELAND AV,HORTENSE ST,"(34.1545, -118.3703)",3009 3036 3026 3101 3401 3701 4026
171521789,11/8/2017,11/8/2017,900,1555,BAKMAN,CAMARILLO,"(34.1577, -118.3774)",3004 3036 3026 3101 3401 3701 4026
181521639,11/23/2018,11/23/2018,900,1545,MAGNOLIA BL,RADFORD AV,"(34.1649, -118.3922)",3006 3028 3030 3037 3101 3401 3701 4026
161510696,5/1/2016,4/30/2016,910,1546,RIVERSIDE DR,IRVINE AV,"(34.1577, -118.3855)",3004 3036 3025 3101 3401 3701 4026
171508212,3/13/2017,3/13/2017,915,1559,CAHUENGA AV,MAGNOLIA ST,"(34.1649, -118.3615)",3004 3037 3030 3028 3101 3401 3701 4026
171518329,9/6/2017,9/6/2017,940,1538,VINELAND,OXNARD,"(34.1794, -118.3703)",3004 3037 3028 3034 3101 3401 3701 4026
191516810,9/4/2019,9/4/2019,950,1533,TIARA ST,LAUREL CANYON BL,"(34.1784, -118.3965)",3004 3036 3026 3101 3401 3701 4026
151506359,2/12/2015,2/12/2015,1015,1591,LAUREL CANYON BL,MAXWELLTON ST,"(34.141, -118.3943)",3004 3037 3034 3026 3101 3401 3701 4026
171523731,12/18/2017,12/16/2017,1015,1513,SHERMAN WY,WHITSETT AV,"(34.2012, -118.4052)",3004 3037 3034 3028 3104 3401 3701 4015
171508651,3/18/2017,3/18/2017,1030,1555,HESBY ST,VINELAND AV,"(34.1621, -118.3704)",3011 3036 3030 3028 3101 3401 3701 4016
191504279,1/6/2019,1/6/2019,1040,1531,OXNARD ST,GOODLAND AV,"(34.1794, -118.4116)",0605 3004 3037 3025 3101 3401 3701 4026
171510173,4/16/2017,4/16/2017,1040,1513,ARCHWOOD ST,WHITSETT AV,"(34.1922, -118.4052)",
181516086,8/13/2018,8/11/2018,1105,1539,CAHUENGA BL,WHITNALL HY,"(34.1762, -118.3615)",3037 3004 3025 3101 3401 3701 4015
171504464,1/8/2017,1/8/2017,1110,1512,BELLAIRE AV,SHERMAN WY,"(34.2012, -118.4094)",3004 3037 3030 3028 3101 3401 3701 4026
151511312,5/12/2015,5/12/2015,1130,1599,CAHUENGA BL,VENTURA FY,"(34.1372, -118.3633)",0605 3004 3037 3026 3101 3401 3701 4015
151510567,4/28/2015,4/26/2015,1130,1585,ARCH DR,VENTURA BL,"(34.1419, -118.3741)",3030 3037 3101 3401 3701 4015 0605 3006 3028
161513982,6/29/2016,6/29/2016,1130,1581,COLDWATER CA AV,MOORPARK ST,"(34.1478, -118.4071)",3004 3037 3030 3028 3101 3401 3701 4016
151514346,7/4/2015,7/3/2015,1130,1519,CLEON AV,HAMLIN ST,"(34.1885, -118.3681)",3006 3030 3028 3037 3101 3401 3701 4026
151517913,9/7/2015,9/7/2015,1130,1509,VICTORY BL,COLDWATER CANYON AV,"(34.2029, -118.3664)",3004 3037 3030 3028 3101 3401 3701 4026
151514859,7/14/2015,7/13/2015,1135,1513,WHITSETT AV,SHERMAN WY,"(34.2012, -118.4052)",3004 3037 3025 3101 3401 3701 4015
181511833,5/27/2018,5/27/2018,1145,1545,MAGNOLIA BL,LAUREL CANYON BL,"(34.1649, -118.3965)",3011 3037 3030 3028 3101 3401 3701 4026
171521076,10/26/2017,10/25/2017,1150,1503,WHITSETT AV,SATICOY ST,"(34.2085, -118.4052)",3101 3004 3037 3030 3028 3401 3701 4015
191513796,7/9/2019,7/9/2019,1155,1503,LAUREL CANYON BL,RUNNYMEDE ST,"(34.2058, -118.3965)",3008 3037 3029 3026 3101 3401 3701 4026
171523303,12/8/2017,12/8/2017,1202,1506,SHERMAN WY,VINELAND,"(34.2012, -118.3703)",3004 3037 3034 3028 3101 3401 3701 4026
161508510,3/23/2016,3/23/2016,1205,1526,LANKERSHIM BL,SYLVAN ST,"(34.1849, -118.3867)",3008 3037 3026 3101 3401 3701 4026
181519291,10/10/2018,10/10/2018,1230,1557,CAMARILLO ST,CRANER ST,"(34.1577, -118.3691)",3004 3037 3030 3028 3101 3401 3701 4015
151517741,9/4/2015,9/3/2015,1230,1504,LANKERSHIM BL,SHERMAN WY,"(34.2012, -118.3878)",3003 3037 3032 3026 3101 3401 3701 4015
171524013,12/22/2017,12/21/2017,1245,1569,RIVERSIDE DR,MARIOTA AV,"(34.1522, -118.3506)",3006 3037 3030 3028 3101 3401 3701 4026
171510911,4/29/2017,4/29/2017,1255,1505,SHERMAN WY,LANKERSHIM BL,"(34.2012, -118.3878)",3006 3030 3028 3037 3101 3401 3701 4026
161509454,4/10/2016,4/10/2016,1300,1569,CAHUENGA BL,RIVERSIDE DR,"(34.1522, -118.3615)",3006 3037 3030 3028 3101 3401 4026
171512953,6/4/2017,6/3/2017,1310,1591,VENTURA,RHODES,"(34.1429, -118.403)",3008 3037 3025 3101 3401 3701 4009
151518271,9/14/2015,9/14/2015,1310,1535,TUJUNGA AV,TIARA ST,"(34.1785, -118.379)",3004 3036 3026 3101 3401 3701 4026
181517483,9/7/2018,9/7/2018,1310,1513,VANOWEN ST,WHITSETT AV,"(34.194, -118.4052)",3004 3026 3037 3101 3401 3701 4026
181506474,2/16/2018,2/16/2018,1315,1583,VENTURA BL,CARPENTER AV,"(34.1427, -118.3908)",3006 3030 3037 3028 3101 3401 3701 4026
161510438,4/26/2016,4/26/2016,1315,1524,VICTORY BL,SAINT CLAIR AV,"(34.1867, -118.3997)",3004 3036 3034 3025 3101 3701 4026
171513020,6/5/2017,6/5/2017,1330,1532,LAUREL CANYON,OXNARD,"(34.1794, -118.3965)",3004 3037 3602 3026 3101 3401 3701 4026
161512936,6/11/2016,6/11/2016,1330,1517,VANOWEN ST,VINELAND AV,"(34.194, -118.3703)",3009 3037 3025 3101 3401 3701 4026
151521772,11/16/2015,11/11/2015,1350,1583,HOFFMAN ST,RADFORD AV,"(34.1463, -118.3953)",3006 3028 3101 3401 3701 4015 3030 3037
151517262,8/27/2015,8/27/2015,1350,1548,CAHUENGA BL,MAGNOLIA BL,"(34.1649, -118.3615)",3004 3037 3026 4015 3101 3401 3701
161513081,6/14/2016,6/9/2016,1350,1503,LAUREL CANYON BL,HART ST,"(34.1976, -118.3965)",3004 3037 3030 3028 3101 3401 3701 4026
171505477,1/26/2017,1/26/2017,1355,1545,BURBANK BL,MORELLA AV,"(34.1722, -118.3899)",3004 3034 3028 3101 3401 3701 4026 3037
151520975,11/2/2015,11/2/2015,1400,1599,CAHUENGA BL,UNIVERSAL STUDIOS BL,"(34.1321, -118.3529)",0605 1402
191519746,10/28/2019,6/12/2019,1400,1583,CARPENTER AV,VENTURA BL,"(34.1432, -118.3905)",605
151518737,9/23/2015,9/23/2015,1400,1503,LANKERSHIM BL,SHERMAN WY,"(34.2003, -118.4002)",3004 3036 3034 3029 3101 3401 3701 4026 3026
191509539,4/17/2019,4/15/2019,1400,1505,VALERIO ST,TROOST AV,"(34.2049, -118.3866)",3006 3030 3028 3101 4015 3037
161519462,10/7/2016,10/7/2016,1415,1545,BURBANK BL,LAUREL CANYON BL,"(34.1722, -118.3965)",3003 3026 3101 3401 3701 4015 3036
181512884,6/15/2018,6/13/2018,1415,1525,LAUREL CANYON BL,VICTORY BL,"(34.1867, -118.3965)",3004 3037 3030 3028 3101 3401 3701 4026
181523072,12/19/2018,12/19/2018,1420,1532,OXNARD ST,WHITSETT AV,"(34.1794, -118.4052)",3004 3037 3025 3101 3401 3701 4026
151515345,7/23/2015,7/23/2015,1440,1586,LANKERSHIM BL,VALLEYHEART DR,"(34.1419, -118.3609)",3004 3037 3030 3028 3101 3401 3701 4026
171516269,8/2/2017,8/2/2017,1445,1599,CAHUENGA BL,MULHOLLAND DR,"(34.1231, -118.3421)",3004 3037 3029 3026 3101 3401 3701 4026
151513415,6/16/2015,6/16/2015,1500,1527,VICTORY BL,VINELAND AV,"(34.1867, -118.3703)",3004 3036 3026 3602 3101 3401 3701 4026
191520015,11/2/2019,11/2/2019,1500,1516,VANOWEN ST,TUJUNGA AV,"(34.194, -118.379)",3004 3028 3101 4015 3037
191514136,7/16/2019,7/16/2019,1500,1506,SHERMAN WY,VINELAND AV,"(34.2012, -118.3703)",3004 3037 3025 3101 3401 3701 4026
181509694,4/18/2018,4/17/2018,1505,1505,FULTON AV,VANOWEN ST,"(34.2036, -118.3833)",3004 3037 3030 3028 3101 3401 3701 4026
191512123,6/6/2019,1/17/2019,1530,1566,VINELAND AV,HOLLYWOOD FY,"(34.1474, -118.3703)",3037 3004 3026 3101 3401 3701 4026
161523206,12/16/2016,12/15/2016,1530,1555,TUJUNGA AV,RIVERSIDE DR,"(34.1588, -118.379)",3004 3037 3034 3028 3101 3401 3701 4026
181516000,8/11/2018,8/11/2018,1535,1599,CAHUENGA BL,REGAL PL,"(34.135, -118.3611)",3006 3037 3032 3028 3030 3102 3401 3701 4026
161508117,3/15/2016,3/15/2016,1555,1527,VINELAND AV,VICTORY BL,"(34.1867, -118.3703)",3034 3028 3101 3401 3701 4026 3009 3037
171515133,7/14/2017,7/14/2017,1600,1548,VINELAND AV,CHANDLER BL,"(34.1681, -118.3703)",4026 3032 3004 3037 3030 3028 3102 3401 3701
151516568,8/15/2015,8/15/2015,1600,1545,COLFAX AV,CHANDLER BL,"(34.1684, -118.3877)",3004 3037 3030 3028 3101 3401 3701 4026
161513843,6/27/2016,6/27/2016,1600,1502,STRATHERN ST,BELLAIRE AV,"(34.2158, -118.413)",3006 3037 3030 3028 3101 3401 3701 4026
191518210,9/29/2019,9/29/2019,1605,1514,6900 GENTRY AV,,"(34.1959, -118.3932)",3004 3037 3030 3028 3039 3101 3401 3701 4015
151506226,2/9/2015,2/9/2015,1610,1581,WHITSETT AV,MOORPARK ST,"(34.1504, -118.4052)",3006 3037 3034 3028 3101 3401 3701 4026
181505637,2/1/2018,2/1/2018,1615,1532,WHITSETT AV,CALIFA ST,"(34.1776, -118.4052)",3006 3028 3030 3037 3101 3401 3701 4026
191515671,8/14/2019,8/14/2019,1620,1581,FULTON AV,MOORPARK ST,"(34.1504, -118.4225)",3004 3030 3028 3101 3401 3701 4026 3036
171510815,4/27/2017,4/27/2017,1635,1599,W CAHUENGA BL,OAKLEY DR,"(34.1329, -118.3559)",3004 3037 3025 3101 3401 3701 4026
171512836,5/31/2017,5/31/2017,1650,1538,OXNARD ST,VINELAND AV,"(34.1794, -118.3703)",0605 3004 3037 3025 3101 3401 3701 4015
161523280,12/16/2016,12/16/2016,1705,1513,WHITSETT AV,VANOWEN ST,"(34.194, -118.4052)",3004 3025 3036 3101 3401 3701 4015
181510264,4/16/2018,4/16/2018,1710,1517,VANOWEN ST,BAKMAN AV,"(34.194, -118.3779)",3401 3037 3025 3101 3701 4015 3009
181507523,3/8/2018,3/8/2018,1710,1504,LANKERSHIM BL,COHASSET ST,"(34.2067, -118.3878)",4009 3036 3004 3026 3101 3401 3701
181512249,6/3/2018,6/3/2018,1715,1512,SHERMAN WY,COLDWATER CANYON AV,"(34.2012, -118.4138)",
191517759,9/23/2019,9/20/2019,1730,1555,TUJUNGA AV,HUSTON ST,"(34.16, -118.379)",3004 3026 3036 3101 3401 3701 4015
181519889,10/21/2018,10/21/2018,1730,1543,BURBANK BL,SAINT CLAIR,"(34.1722, -118.3997)",3006 3028 3101 3401 3701 4015 3037 3039
161506234,2/10/2016,2/9/2016,1730,1525,HAMLIN ST,GENTRY AV,"(34.1885, -118.3932)",4009 3006 3037 3030 3028 3101 3401 3701
171523031,11/28/2017,11/28/2017,1730,1525,LANKERSHIM BL,HAMLIN ST,"(34.1886, -118.3877)",3004 3024 3037 3101 3401 3701 4015
171515416,7/18/2017,7/18/2017,1750,1535,KITTRIDGE,RADFORD,"(34.1758, -118.3834)",3004 3036 3029 3026 3101 3401 3701 4026
171517222,8/18/2017,8/13/2017,1750,1519,CLYBOURN AV,KITTRIDGE ST,"(34.1903, -118.3637)",0605 3004 3037 3026 3101 3401 3701 4015
171513942,6/21/2017,6/21/2017,1800,1529,VICTORY BL,CRANER AV,"(34.1867, -118.3692)",3004 3037 3026 3101 3401 3701 4026
181518175,9/20/2018,9/19/2018,1805,1524,LAUREL CANYON BL,HAMLIN ST,"(34.1885, -118.3965)",3004 3036 3029 3026 3101 3401 3701 4015
151509727,4/11/2015,4/11/2015,1810,1591,FRYMAN RD,BROOKDALE LN,"(34.1264, -118.3892)",3004 3037 3026 3101 3401 3701 4026
181516780,8/26/2018,8/23/2018,1810,1553,RIVERSIDE DR,TUJUNGA AV,"(34.156, -118.3874)",3004 3037 3030 3028 3101 3401 3701 4015
171508635,3/17/2017,3/17/2017,1810,1555,LANKERSHIM,MAGNOLIA,"(34.1649, -118.3746)",3008 3036 3025 3101 3401 3701 4015
151523870,12/26/2015,12/26/2015,1820,1504,LAUREL CANYON BL,RUNNYMEDE ST,"(34.2058, -118.3965)",3006 3028 3101 3401 4015 3030 3037 3701
191512912,6/21/2019,6/18/2019,1830,1545,VENTURA BL,COLFAX AV,"(34.1649, -118.3921)",3006 3037 3030 3028 3101 3401 3701 4026
181512607,6/9/2018,6/9/2018,1830,1533,OXNARD ST,LAUREL CANYON BL,"(34.1794, -118.3965)",3004 3028 3030 3037 3101 3401 3701 4015
161504323,1/6/2016,1/6/2016,1845,1521,FULTON AV,HART ST,"(34.1976, -118.4225)",3004 3037 3025 3101 3401 3701 4026
171504401,1/7/2017,1/4/2017,1900,1512,GOODLAND AV,WELBY WY,"(34.1931, -118.4119)",3004 3030 3028 3101 3401 3701 3036 4009
181509646,4/18/2018,4/17/2018,1900,1503,VICTORY BL,WHITSETT AV,"(34.2003, -118.4002)",4026 3004 3037 3030 3028 3101 3401 3701
191520087,11/3/2019,11/2/2019,1905,1512,VANOWEN ST,COLDWATER CANYON BL,"(34.194, -118.4138)",605
191505070,1/22/2019,1/21/2019,1906,1555,MAGNOLIA BL,LANKERSHIM BL,"(34.1649, -118.3757)",3004 3037 3029 3026 3101 3401 4015
181504528,1/12/2018,1/11/2018,1910,1513,SHERMAN WY,COLDWATER CANYON AV,"(34.1966, -118.4061)",3037 3004 3030 3028 3101 3401 3701 4015
171508121,3/8/2017,3/8/2017,1915,1531,BURBANK BL,COLDWATER CA AV,"(34.174, -118.4095)",0605 3004 3036 3602 3025 3101 3401 3701 4015
151513197,6/12/2015,6/12/2015,1915,1525,VICTORY BL,MORELLA AV,"(34.1867, -118.3899)",3004 3037 3026 3101 3401 3701 4026
191513593,7/4/2019,7/2/2019,1925,1569,RIVERSIDE DR,TALOFA AV,"(34.1522, -118.3517)",3037 3004 3028 3030 3101 3401 3701 4015
181512257,6/3/2018,6/3/2018,1930,1513,VANOWEN ST,WHITSETT AV,"(34.194, -118.4052)",3004 3037 3038 3029 3025 3101 3401 3701 4026
171522388,11/20/2017,11/13/2017,1955,1532,12100 OXNARD ST,,"(34.1794, -118.3965)",3004 3028 3101 3401 3701 4015
161506794,2/19/2016,2/19/2016,2000,1591,VENTURA BL,VANTAGE AV,"(34.1434, -118.3975)",3004 3037 3028 3101 3401 3701 4026
161523767,12/27/2016,12/26/2016,2015,1589,FOREST LAWN DR,GREENWOOD WY,"(34.1528, -118.3229)",3004 3037 3030 3028 3101 3401 3701 4026
191515995,8/19/2019,8/19/2019,2025,1555,CAMARILLO ST,TUJUNGA AV,"(34.1576, -118.379)",3004 3028 3030 3037 3101 3401 3701 4015
151517164,8/22/2015,8/22/2015,2030,1567,CAHUENGA BL,RIVERSIDE DR,"(34.1522, -118.3615)",3004 3030 3028 3101 3401 3701 4015 3037
151519932,10/16/2015,10/15/2015,2035,1532,LAUREL CANYON BL,EMELITA ST,"(34.1763, -118.3965)",3037 3026 3101 3401 3701 4026 3009
191509268,4/11/2019,4/10/2019,2045,1512,COLDWATER CANYON AV,RAYMER ST,"(34.2048, -118.4138)",3037 3004 3030 3028 3101 3401 3701 4015
151523522,12/19/2015,12/19/2015,2055,1535,OXNARD ST,TUJUNGA AV,"(34.1794, -118.379)",3004 3030 3028 3036 3101 3401 3701 4026
151523708,12/23/2015,12/22/2015,2055,1512,VANOWEN ST,COLDWATER CANYON AV,"(34.194, -118.4138)",3004 3037 3030 3028 3101 3401 3701 4026
181508704,3/28/2018,3/28/2018,2100,1589,FOREST LAWN DR,MEMORIAL DR,"(34.1473, -118.3317)",3004 3030 3028 3101 3401 3701 4015 3037
191509755,4/21/2019,4/20/2019,2100,1535,TIARA ST,LANKERSHIM BL,"(34.1785, -118.3828)",3008 3037 3026 3101 3401 3701 4015
191518700,10/10/2019,10/4/2019,2100,1502,STRATHERN ST,BELLAIRE AV,"(34.2158, -118.413)",4015 3004 3026 3029 3037 3101 3401 3701
171508367,3/11/2017,3/11/2017,2115,1581,LAUREL CANYON BL,MOORPARK AV,"(34.1504, -118.3965)",3004 3037 3030 3028 3101 3401 3701 4015
181504365,1/9/2018,1/8/2018,2125,1547,BURBANK BL,COLFAX AV,"(34.1722, -118.3877)",3004 3025 3101 3401 3701 4016 3036
151509648,4/10/2015,4/9/2015,2135,1562,LAUREL CANYON BL,LANDALE ST,"(34.1522, -118.3965)",3004 3026 3101 3401 3701 4026 3037
171519866,10/5/2017,10/4/2017,2135,1527,VICTORY BL,VINELAND AV,"(34.1867, -118.3703)",3004 4026 3036 3024 3038 3602 3034 3101 3401 3701
191514187,7/13/2019,7/13/2019,2155,1548,CHANDLER BL,LANKERSHIM BL,"(34.1681, -118.3765)",3004 3037 3026 3101 3401 3701 4015
191513768,7/9/2019,7/7/2019,2204,1547,BURBANK BL,TROOST AV,"(34.1722, -118.3866)",3026 3004 3036 3101 3401 3701 4015
191516527,8/30/2019,6/5/2019,2215,1548,MAGNOLIA BL,DENNY AV,"(34.1649, -118.3642)",3003 3026 3029 3037 3101 3401 3701 4026
161516982,8/24/2016,8/24/2016,2230,1524,SYLVAN ST,VANTAGE AV,"(34.1849, -118.3975)",3011 3037 3034 3030 3028 3101 3401 3701 4026
191518034,9/27/2019,9/26/2019,2240,1591,LAUREL CANYON BL,DONA SARITA PL,"(34.1325, -118.3974)",3037 3025 3101 3401 3701 4026 3602 3015 3039 3034
191507597,3/10/2019,3/9/2019,2240,1591,VENTURA BL,RHODES AV,"(34.1429, -118.403)",3006 3037 3030 3028 3101 3401 3701 4026
161513879,6/26/2016,6/26/2016,2300,1548,CHANDLER BL,TUJUNGA AV,"(34.1681, -118.379)",3004 3037 3030 3028 3101 3401 3701 4015
181505877,2/6/2018,2/5/2018,2300,1532,WHITSETT AV,BURBANK BL,"(34.1722, -118.4052)",3004 3036 3026 3101 3401 3701 4026
161523037,12/12/2016,2/11/2016,2300,1514,BEN AV,KITTRIDGE ST,"(34.1903, -118.3943)",3006 3028 3030 3037 3101 3401 3701 4015
161508792,3/30/2016,3/29/2016,2310,1559,CAMARILLO ST,CAHUENGA BL,"(34.1577, -118.3615)",3004 3037 3025 3101 3401 3701 4026
171508872,3/24/2017,3/23/2017,2315,1504,VALERIO ST,LANKERSHIM BL,"(34.2045, -118.392)",3004 3037 3030 3028 3101 3401 3701 4026
161514789,7/15/2016,7/14/2016,2315,1501,ARMINTA ST,VARNA AV,"(34.2134, -118.4246)",3011 3037 3034 3028 3101 3401 3701 4026
191511926,6/2/2019,6/1/2019,2318,1523,OXNARD ST,BELLAIRE AV,"(34.1794, -118.4094)",
151511105,5/8/2015,5/8/2015,1,1599,BARBARA CT,DOS PALOS DR,"(34.1271, -118.3479)",3006 3030 3028 3101 3401 3701 4026 3037
191513262,6/28/2019,6/27/2019,1,1589,DARK CANYON DR,BARHAM BL,"(34.1403, -118.3398)",3006 3028 3030 3032 3037 3101 3401 3701 4026
151516200,8/9/2015,8/9/2015,5,1549,BURBANK BL,ENSIGN AV,"(34.1722, -118.3711)",3003 3037 3025 3101 3401 3701 4026
151517412,8/31/2015,8/30/2015,25,1501,COLDWATER CANYON AV,STRATHERN ST,"(34.2158, -118.4144)",3006 3037 3028 3101 3401 3701 4026
171510037,4/13/2017,4/13/2017,34,1514,AGNES,DEHOUGNE,"(34.1959, -118.3954)",3006 3037 3030 3028 3101 3401 4026
161511611,5/18/2016,5/18/2016,100,1545,12000 ALBERS ST,,"(34.1704, -118.3943)",
